id,dep_delayed_15min
4263,0.32218286
4264,0.17349705
4265,0.020862645
4266,0.20637077
4267,0.20184308
4268,0.118882
4269,0.06641738
4270,0.2612406
4271,0.5889936
4272,0.12448261
4273,0.2187863
4274,0.015101955
4275,0.13874236
4276,0.03331792
4277,0.25808147
4278,0.44561556
4279,0.0057537807
4280,0.087862015
4281,0.15226948
4282,0.26131263
4283,0.12926899
4284,0.16380817
4285,0.124625884
4286,0.74561507
4287,0.10398179
4288,0.1319394
4289,0.19839446
4290,0.25714236
4291,0.23320438
4292,0.50254536
4293,0.11368173
4294,0.07763802
4295,0.017437296
4296,0.37018675
4297,0.36603954
4298,0.31292027
4299,0.2975998
4300,0.42411697
4301,0.047647502
4302,0.16542895
4303,0.20449784
4304,0.18916267
4305,0.0068608955
4306,0.41310087
4307,0.19204001
4308,0.15589164
4309,0.09113027
4310,0.3266036
4311,0.34798497
4312,0.24275365
4313,0.19420925
4314,0.30485648
4315,0.52153987
4316,0.059720628
4317,0.0042659407
4318,0.33475763
4319,0.023509596
4320,0.32869858
4321,0.1764495
4322,0.14687698
4323,0.13747428
4324,0.04611782
4325,0.0050338157
4326,0.22759692
4327,0.15158713
4328,0.27816406
4329,0.100319766
4330,0.056928955
4331,0.1679446
4332,0.21540636
4333,0.17436992
4334,0.098019004
4335,0.03653021
4336,0.015030772
4337,0.07614472
4338,0.17297807
4339,0.09291192
4340,0.26151675
4341,0.093663126
4342,0.20167492
4343,0.06809544
4344,0.21620347
4345,0.04939874
4346,0.48006445
4347,0.8220745
4348,0.03869595
4349,0.12890846
4350,0.22596034
4351,0.13194866
4352,0.29440048
4353,0.69829
4354,0.10114558
4355,0.39000553
4356,0.15346792
4357,0.31584758
4358,0.15449503
4359,0.11669168
4360,0.23213801
4361,0.12257229
4362,0.40169263
4363,0.4216135
4364,0.07641201
4365,0.23035668
4366,0.15545377
4367,0.044883806
4368,0.40878308
4369,0.20857139
4370,0.20588863
4371,0.19795392
4372,0.3180499
4373,0.21917138
4374,0.18021332
4375,0.036308773
4376,0.30258343
4377,0.114610344
4378,0.3018625
4379,0.82634544
4380,0.38794976
4381,0.0133611625
4382,0.35355675
4383,0.14320765
4384,0.13870126
4385,0.16873573
4386,0.13530454
4387,0.22835161
4388,0.2611718
4389,0.1743599
4390,0.18138085
4391,0.05727344
4392,0.031980142
4393,0.14741497
4394,0.2961503
4395,0.17798695
4396,0.01569167
4397,0.18081607
4398,0.09890993
4399,0.1557076
4400,0.17102355
4401,0.40796384
4402,0.100807026
4403,0.62985533
4404,0.29962474
4405,0.3428096
4406,0.24907027
4407,0.313348
4408,0.12731855
4409,0.018747374
4410,0.19238913
4411,0.41736227
4412,0.19476612
4413,0.18451351
4414,0.13936563
4415,0.15808345
4416,0.057551134
4417,0.14149591
4418,0.23072232
4419,0.18657152
4420,0.17650457
4421,0.15934013
4422,0.09684219
4423,0.18461895
4424,0.1729652
4425,0.21920702
4426,0.043745194
4427,0.15129483
4428,0.107132845
4429,0.37025747
4430,0.28004983
4431,0.17465949
4432,0.3172186
4433,0.21613519
4434,0.33897194
4435,0.3252848
4436,0.1370084
4437,0.28488207
4438,0.28365713
4439,0.06398966
4440,0.1312664
4441,0.41011584
4442,0.13553333
4443,0.15387948
4444,0.22498162
4445,0.21610843
4446,0.55041176
4447,0.012023121
4448,0.3325835
4449,0.23712699
4450,0.1349557
4451,0.16331263
4452,0.14113808
4453,0.05722162
4454,0.60663694
4455,0.33952853
4456,0.3002542
4457,0.260909
4458,0.14764066
4459,0.044860817
4460,0.12268103
4461,0.0041724034
4462,0.0042978795
4463,0.13265392
4464,0.20661733
4465,0.12962835
4466,0.2001909
4467,0.23859489
4468,0.0939347
4469,0.5123268
4470,0.07609874
4471,0.1574126
4472,0.013905504
4473,0.26208222
4474,0.14033715
4475,0.13964406
4476,0.09150747
4477,0.27313805
4478,0.09941645
4479,0.115625404
4480,0.25020367
4481,0.18547148
4482,0.44313127
4483,0.026050147
4484,0.07865539
4485,0.13635658
4486,0.4850182
4487,0.00880546
4488,0.29020664
4489,0.0761198
4490,0.46458933
4491,0.16813369
4492,0.16156298
4493,0.21538685
4494,0.32830933
4495,0.41320488
4496,0.13239038
4497,0.06743177
4498,0.09237739
4499,0.1414828
4500,0.40974942
4501,0.25027698
4502,0.18002254
4503,0.085219055
4504,0.13816011
4505,0.28372794
4506,0.22013424
4507,0.21418509
4508,0.08922928
4509,0.06261308
4510,0.14405324
4511,0.106417134
4512,0.15024732
4513,0.22206447
4514,0.1567253
4515,0.006165517
4516,0.26674598
4517,0.006123524
4518,0.09373392
4519,0.034263648
4520,0.14745595
4521,0.22055131
4522,0.15895507
4523,0.16352582
4524,0.15349779
4525,0.08845453
4526,0.3111542
4527,0.182505
4528,0.01778552
4529,0.2997389
4530,0.3560965
4531,0.21903348
4532,0.19445899
4533,0.16778234
4534,0.05852912
4535,0.0686235
4536,0.1566494
4537,0.05234623
4538,0.43874115
4539,0.24056463
4540,0.168149
4541,0.15421833
4542,0.22172394
4543,0.06054326
4544,0.9823393
4545,0.35396215
4546,0.2509606
4547,0.03679914
4548,0.19255807
4549,0.2016564
4550,0.07677751
4551,0.19500701
4552,0.17703235
4553,0.15323268
4554,0.0822864
4555,0.35912913
4556,0.22472763
4557,0.016741164
4558,0.11931899
4559,0.2492429
4560,0.20530444
4561,0.24209799
4562,0.42007935
4563,0.24341136
4564,0.21232226
4565,0.10469602
4566,0.22827052
4567,0.19858652
4568,0.24857421
4569,0.105929546
4570,0.23785324
4571,0.06987637
4572,0.25753024
4573,0.2723602
4574,0.22577927
4575,0.4851135
4576,0.17003284
4577,0.27632374
4578,0.26134276
4579,0.25543684
4580,0.586321
4581,0.08685556
4582,0.22416966
4583,0.15307081
4584,0.3376185
4585,0.28164074
4586,0.03183102
4587,0.35631144
4588,0.24740021
4589,0.16673492
4590,0.138159
4591,0.04941175
4592,0.24436766
4593,0.14755513
4594,0.7504827
4595,0.086553074
4596,0.060307644
4597,0.11300109
4598,0.031132286
4599,0.12485777
4600,0.6009412
4601,0.33653817
4602,0.23196052
4603,0.0030749182
4604,0.31123477
4605,0.20759557
4606,0.4060099
4607,0.14591512
4608,0.46674156
4609,0.17834474
4610,0.07280853
4611,0.09615426
4612,0.12976094
4613,0.1611981
4614,0.015304945
4615,0.15976351
4616,0.059443705
4617,0.6739335
4618,0.19371569
4619,0.17370977
4620,0.16128355
4621,0.17768492
4622,0.012240929
4623,0.15236011
4624,0.21310234
4625,0.29463708
4626,0.17878646
4627,0.11149395
4628,0.19181086
4629,0.2205222
4630,0.3136625
4631,0.058774143
4632,0.007428303
4633,0.05423559
4634,0.14186974
4635,0.2882884
4636,0.28774908
4637,0.09606849
4638,0.12587434
4639,0.11221483
4640,0.10657653
4641,0.26394245
4642,0.009496548
4643,0.34502035
4644,0.12344722
4645,0.42650983
4646,0.1421472
4647,0.030738726
4648,0.11670033
4649,0.06950584
4650,0.20132986
4651,0.21611243
4652,0.21190216
4653,0.22669835
4654,0.2574072
4655,0.22242959
4656,0.07568228
4657,0.08436441
4658,0.22121161
4659,0.19197656
4660,0.20575596
4661,0.37831217
4662,0.17101663
4663,0.019700564
4664,0.040055826
4665,0.028496472
4666,0.114951365
4667,0.0068193707
4668,0.17147991
4669,0.01257247
4670,0.10301648
4671,0.3951731
4672,0.039958198
4673,0.26292536
4674,0.22028565
4675,0.13913327
4676,0.024594722
4677,0.10250633
4678,0.12324893
4679,0.30714962
4680,0.18152803
4681,0.25809562
4682,0.19910462
4683,0.47410434
4684,0.12977935
4685,0.16081616
4686,0.030384982
4687,0.21610032
4688,0.025859226
4689,0.029767124
4690,0.06432623
4691,0.30909622
4692,0.18847439
4693,0.29759935
4694,0.21217959
4695,0.06843005
4696,0.11439708
4697,0.003937243
4698,0.07380363
4699,0.2456704
4700,0.20483059
4701,0.33170986
4702,0.1118592
4703,0.098809764
4704,0.22555047
4705,0.21183628
4706,0.08192053
4707,0.19341736
4708,0.39921927
4709,0.13173948
4710,0.27545208
4711,0.34515533
4712,0.07472308
4713,0.11498542
4714,0.028452802
4715,0.11188127
4716,0.14216629
4717,0.1874395
4718,0.19997464
4719,0.3519648
4720,0.123905376
4721,0.06645438
4722,0.62740415
4723,0.3687649
4724,0.0065381248
4725,0.030310059
4726,0.22686
4727,0.0964443
4728,0.28283563
4729,0.023181506
4730,0.21398744
4731,0.20592827
4732,0.40082377
4733,0.15506774
4734,0.10231596
4735,0.2584128
4736,0.011876831
4737,0.06448657
4738,0.0826853
4739,0.37071064
4740,0.056833886
4741,0.20567586
4742,0.48574746
4743,0.16572793
4744,0.14131574
4745,0.032009628
4746,0.12347984
4747,0.48204762
4748,0.23687099
4749,0.109080724
4750,0.08987652
4751,0.1668326
4752,0.14662936
4753,0.06523421
4754,0.3037733
4755,0.07235177
4756,0.13531257
4757,0.09114832
4758,0.16426377
4759,0.058048654
4760,0.19545375
4761,0.17979015
4762,0.19865552
4763,0.07784252
4764,0.045339648
4765,0.3179109
4766,0.20006499
4767,0.10779638
4768,0.27054682
4769,0.031037996
4770,0.00870208
4771,0.017931279
4772,0.21666391
4773,0.22280459
4774,0.43461317
4775,0.18198511
4776,0.20601472
4777,0.18825978
4778,0.1982937
4779,0.16623929
4780,0.29365417
4781,0.11097703
4782,0.35909715
4783,0.06105758
4784,0.2726407
4785,0.20753156
4786,0.25090328
4787,0.12064908
4788,0.05911139
4789,0.47308037
4790,0.17883173
4791,0.034110017
4792,0.07269599
4793,0.35237333
4794,0.178022
4795,0.32627603
4796,0.24035431
4797,0.14957292
4798,0.18135183
4799,0.2199539
4800,0.0038868408
4801,0.18182813
4802,0.14028378
4803,0.25221968
4804,0.48976856
4805,0.089981474
4806,0.3601964
4807,0.2444852
4808,0.22434223
4809,0.19038165
4810,0.17893134
4811,0.21109572
4812,0.12094524
4813,0.21633947
4814,0.03787748
4815,0.18706623
4816,0.13692872
4817,0.12778036
4818,0.12527353
4819,0.3009847
4820,0.32063413
4821,0.2746958
4822,0.12730685
4823,0.17340735
4824,0.32547075
4825,0.37631574
4826,0.20719537
4827,0.12568045
4828,0.12444458
4829,0.23151226
4830,0.18679507
4831,0.17822145
4832,0.060924303
4833,0.29700798
4834,0.026496088
4835,0.34153172
4836,0.15576226
4837,0.031010935
4838,0.10563176
4839,0.37846518
4840,0.46906298
4841,0.21524476
4842,0.31162176
4843,0.05433913
4844,0.124784306
4845,0.2212722
4846,0.2773943
4847,0.19474019
4848,0.10813911
4849,0.23447716
4850,0.18429887
4851,0.35989562
4852,0.39585707
4853,0.013701961
4854,0.19045629
4855,0.10968927
4856,0.16573836
4857,0.13775045
4858,0.1346202
4859,0.13527858
4860,0.114128485
4861,0.17829672
4862,0.2712052
4863,0.109245114
4864,0.0061038625
4865,0.34869903
4866,0.3712873
4867,0.11193321
4868,0.11488905
4869,0.20001863
4870,0.024185471
4871,0.1383685
4872,0.22415943
4873,0.17875223
4874,0.11388222
4875,0.19812655
4876,0.032982823
4877,0.6818998
4878,0.19025166
4879,0.25937897
4880,0.114773504
4881,0.31348678
4882,0.21183704
4883,0.09114767
4884,0.22319916
4885,0.43111676
4886,0.19854046
4887,0.25952712
4888,0.38880897
4889,0.13558954
4890,0.0066554346
4891,0.1271001
4892,0.17877191
4893,0.2902955
4894,0.05210303
4895,0.06689447
4896,0.10673136
4897,0.17140403
4898,0.19147812
4899,0.11244855
4900,0.104319476
4901,0.13665469
4902,0.34345606
4903,0.4236502
4904,0.15871187
4905,0.21527688
4906,0.20722544
4907,0.4226289
4908,0.14722782
4909,0.17078379
4910,0.11023841
4911,0.023667794
4912,0.1679381
4913,0.19813465
4914,0.16970353
4915,0.01857206
4916,0.5025743
4917,0.2135641
4918,0.006437331
4919,0.10804625
4920,0.18369788
4921,0.2284025
4922,0.20006764
4923,0.27463382
4924,0.08395848
4925,0.27543157
4926,0.4545329
4927,0.25930595
4928,0.11204486
4929,0.021141674
4930,0.03164421
4931,0.33575872
4932,0.089539945
4933,0.11016185
4934,0.20739254
4935,0.07896741
4936,0.11428859
4937,0.16012809
4938,0.12762415
4939,0.09150468
4940,0.53070235
4941,0.2405302
4942,0.06063073
4943,0.20146462
4944,0.5006045
4945,0.17522626
4946,0.17866331
4947,0.18575579
4948,0.03694765
4949,0.026031105
4950,0.30439496
4951,0.14846496
4952,0.109004244
4953,0.043793254
4954,0.3634119
4955,0.002060949
4956,0.1740343
4957,0.13309859
4958,0.05035303
4959,0.3027854
4960,0.32364145
4961,0.11687224
4962,0.14989315
4963,0.15712975
4964,0.025186738
4965,0.20761102
4966,0.29513806
4967,0.031707637
4968,0.024186933
4969,0.18442015
4970,0.19996598
4971,0.34004697
4972,0.0996841
4973,0.26540503
4974,0.20341705
4975,0.29663968
4976,0.33195376
4977,0.26394245
4978,0.08042471
4979,0.002930288
4980,0.2308917
4981,0.0903736
4982,0.12180411
4983,0.1930999
4984,0.059239306
4985,0.2153536
4986,0.07426259
4987,0.076906905
4988,0.084609956
4989,0.23677437
4990,0.21933442
4991,0.18364333
4992,0.03198224
4993,0.042425316
4994,0.26766062
4995,0.0062206467
4996,0.3438723
4997,0.19960411
4998,0.21680906
4999,0.07199913
5000,0.2299559
5001,0.266156
5002,0.006666367
5003,0.27270812
5004,0.28124613
5005,0.32525846
5006,0.1934733
5007,0.08287443
5008,0.12382598
5009,0.38465533
5010,0.05625467
5011,0.2133022
5012,0.23108804
5013,0.17208269
5014,0.08412664
5015,0.0921798
5016,0.05563476
5017,0.043488838
5018,0.07155478
5019,0.026913047
5020,0.06763548
5021,0.10904852
5022,0.26003078
5023,0.109579876
5024,0.01891839
5025,0.36899805
5026,0.2877832
5027,0.07689056
5028,0.13559327
5029,0.48717397
5030,0.23316726
5031,0.051368278
5032,0.14734098
5033,0.18274859
5034,0.2277916
5035,0.12846828
5036,0.13142443
5037,0.119316615
5038,0.023350557
5039,0.03194568
5040,0.11280015
5041,0.14495097
5042,0.13546774
5043,0.18523315
5044,0.26148874
5045,0.16452171
5046,0.5254312
5047,0.01331182
5048,0.25046986
5049,0.106541716
5050,0.21465608
5051,0.053323023
5052,0.11077184
5053,0.18015043
5054,0.19587483
5055,0.046994008
5056,0.12778167
5057,0.22466028
5058,0.016803427
5059,0.33299428
5060,0.24545677
5061,0.4045508
5062,0.1812967
5063,0.115274444
5064,0.88343674
5065,0.05814174
5066,0.37948257
5067,0.35968426
5068,0.15797605
5069,0.034964714
5070,0.22617576
5071,0.28532442
5072,0.22230217
5073,0.24174969
5074,0.46934223
5075,0.15285161
5076,0.1825912
5077,0.2255722
5078,0.18773945
5079,0.20065989
5080,0.16088276
5081,0.10907141
5082,0.1316495
5083,0.01567076
5084,0.04400046
5085,0.12158634
5086,0.16509037
5087,0.35201928
5088,0.20010836
5089,0.10660843
5090,0.49981618
5091,0.23005405
5092,0.05884203
5093,0.07088124
5094,0.16418375
5095,0.10817677
5096,0.10445533
5097,0.24414638
5098,0.3101955
5099,0.049263723
5100,0.17783189
5101,0.2043728
5102,0.09243383
5103,0.1695319
5104,0.18958247
5105,0.003319653
5106,0.103411034
5107,0.2607567
5108,0.97429276
5109,0.15065186
5110,0.087169155
5111,0.07717061
5112,0.17368789
5113,0.06695423
5114,0.16781832
5115,0.18613839
5116,0.366198
5117,0.106779546
5118,0.52944213
5119,0.011604562
5120,0.25322646
5121,0.2625858
5122,0.08873054
5123,0.7863251
5124,0.06415192
5125,0.0854671
5126,0.15632914
5127,0.09922015
5128,0.106211856
5129,0.24368295
5130,0.27102187
5131,0.315298
5132,0.264243
5133,0.003896736
5134,0.24362022
5135,0.3012903
5136,0.53886396
5137,0.17427786
5138,0.1052441
5139,0.15203238
5140,0.057216
5141,0.28650323
5142,0.017444445
5143,0.17681924
5144,0.1229672
5145,0.078237236
5146,0.15314645
5147,0.4040521
5148,0.034743227
5149,0.31171447
5150,0.11238126
5151,0.14275746
5152,0.19668086
5153,0.021932654
5154,0.057432886
5155,0.29066205
5156,0.11346306
5157,0.034327783
5158,0.09361695
5159,0.17076203
5160,0.2520184
5161,0.3351558
5162,0.088314414
5163,0.060494214
5164,0.032616258
5165,0.25372756
5166,0.37531397
5167,0.040557574
5168,0.046523854
5169,0.088489085
5170,0.11152793
5171,0.0066091507
5172,0.27012312
5173,0.85306114
5174,0.0077838055
5175,0.15446477
5176,0.17428328
5177,0.071578965
5178,0.14415428
5179,0.21258156
5180,0.093700394
5181,0.26738098
5182,0.17747104
5183,0.35791862
5184,0.16459861
5185,0.28134862
5186,0.29279113
5187,0.32615554
5188,0.2076333
5189,0.14507593
5190,0.05973482
5191,0.18048996
5192,0.062086977
5193,0.42689553
5194,0.30173168
5195,0.11560486
5196,0.13547221
5197,0.082518995
5198,0.00685183
5199,0.22805367
5200,0.29206502
5201,0.022950772
5202,0.17651205
5203,0.22527361
5204,0.050006993
5205,0.12924503
5206,0.3140577
5207,0.026434705
5208,0.18119296
5209,0.0063497196
5210,0.083518885
5211,0.63419044
5212,0.15404882
5213,0.03801535
5214,0.12528281
5215,0.0605074
5216,0.22650748
5217,0.27766225
5218,0.4400755
5219,0.24092683
5220,0.4392205
5221,0.33100906
5222,0.3269722
5223,0.15785792
5224,0.122345395
5225,0.23494835
5226,0.085719965
5227,0.0290194
5228,0.07628585
5229,0.17492501
5230,0.032251902
5231,0.506297
5232,0.21581921
5233,0.45982864
5234,0.13558893
5235,0.3087584
5236,0.052822668
5237,0.18300891
5238,0.10986061
5239,0.07977461
5240,0.14335918
5241,0.06468773
5242,0.090310805
5243,0.3855072
5244,0.1454227
5245,0.15144525
5246,0.04961918
5247,0.4752621
5248,0.0056758067
5249,0.09147009
5250,0.32756415
5251,0.057743207
5252,0.14356954
5253,0.0032591796
5254,0.29372132
5255,0.15835729
5256,0.16990882
5257,0.08436308
5258,0.08548661
5259,0.1696639
5260,0.17990603
5261,0.07766311
5262,0.40064943
5263,0.64218754
5264,0.016910085
5265,0.2651746
5266,0.3202152
5267,0.26079273
5268,0.20498145
5269,0.20676295
5270,0.3654809
5271,0.1528924
5272,0.059557687
5273,0.03389195
5274,0.08540888
5275,0.08772018
5276,0.21114159
5277,0.07449135
5278,0.1632774
5279,0.19727199
5280,0.18568747
5281,0.44178396
5282,0.107203424
5283,0.057570122
5284,0.1818444
5285,0.3330777
5286,0.085125774
5287,0.18471123
5288,0.14789744
5289,0.06889579
5290,0.8635352
5291,0.405278
5292,0.16563131
5293,0.27011794
5294,0.10103768
5295,0.3123514
5296,0.009622627
5297,0.20196937
5298,0.02573995
5299,0.005492001
5300,0.12431354
5301,0.032204263
5302,0.3823368
5303,0.09482106
5304,0.15132459
5305,0.122755416
5306,0.047603685
5307,0.07582304
5308,0.13383706
5309,0.25895727
5310,0.06999277
5311,0.2414643
5312,0.106656075
5313,0.10466123
5314,0.17997217
5315,0.17583135
5316,0.2410688
5317,0.32572335
5318,0.18531063
5319,0.1249708
5320,0.37447965
5321,0.29402348
5322,0.5742657
5323,0.16494276
5324,0.15540247
5325,0.25719392
5326,0.17926683
5327,0.16449246
5328,0.13131928
5329,0.06267995
5330,0.26406196
5331,0.34245965
5332,0.06180388
5333,0.034992002
5334,0.05421021
5335,0.458291
5336,0.18806371
5337,0.32218635
5338,0.30340523
5339,0.20480794
5340,0.16184764
5341,0.122864746
5342,0.059121594
5343,0.12463062
5344,0.23091802
5345,0.10263553
5346,0.22057258
5347,0.08973836
5348,0.18172525
5349,0.22541519
5350,0.17161733
5351,0.031135386
5352,0.036261294
5353,0.36275387
5354,0.07240108
5355,0.12112489
5356,0.39377207
5357,0.1891154
5358,0.0015067152
5359,0.078836925
5360,0.12045646
5361,0.23650588
5362,0.20612548
5363,0.54768187
5364,0.0067434977
5365,0.16501038
5366,0.13743219
5367,0.12466509
5368,0.14369068
5369,0.09017385
5370,0.18916358
5371,0.110134915
5372,0.23345377
5373,0.14137134
5374,0.23112018
5375,0.81679857
5376,0.22066253
5377,0.09459719
5378,0.38760307
5379,0.15328331
5380,0.12383634
5381,0.28973746
5382,0.01634504
5383,0.20601325
5384,0.244532
5385,0.14272332
5386,0.059292488
5387,0.20864299
5388,0.17510208
5389,0.34960666
5390,0.027959315
5391,0.14905934
5392,0.24033418
5393,0.5618288
5394,0.05304066
5395,0.9614955
5396,0.23717734
5397,0.09118321
5398,0.12724279
5399,0.3025933
5400,0.14154606
5401,0.2803894
5402,0.23124206
5403,0.11473603
5404,0.8008142
5405,0.38262123
5406,0.0803749
5407,0.15929286
5408,0.38834792
5409,0.14541508
5410,0.0066486252
5411,0.08396938
5412,0.11463167
5413,0.11746334
5414,0.24724601
5415,0.26928964
5416,0.18915215
5417,0.30595616
5418,0.073963255
5419,0.0812153
5420,0.38316184
5421,0.18063301
5422,0.14122055
5423,0.07255122
5424,0.05086505
5425,0.18246345
5426,0.16653335
5427,0.0851314
5428,0.08610432
5429,0.055590134
5430,0.06703956
5431,0.24420561
5432,0.12142362
5433,0.15301056
5434,0.2954471
5435,0.14375763
5436,0.2969136
5437,0.0963111
5438,0.12705402
5439,0.3403381
5440,0.19376482
5441,0.26836485
5442,0.10350462
5443,0.16401835
5444,0.20954995
5445,0.12263364
5446,0.06937511
5447,0.17067507
5448,0.19763753
5449,0.14646697
5450,0.2687916
5451,0.3425385
5452,0.21275628
5453,0.15082811
5454,0.46153092
5455,0.12608638
5456,0.24828768
5457,0.25877225
5458,0.37195694
5459,0.17112496
5460,0.065636516
5461,0.10426597
5462,0.28435126
5463,0.1342449
5464,0.17503619
5465,0.45828325
5466,0.24283844
5467,0.3587424
5468,0.14735492
5469,0.47505915
5470,0.20058927
5471,0.15065233
5472,0.86396235
5473,0.075492986
5474,0.3495407
5475,0.0960453
5476,0.1601873
5477,0.19675802
5478,0.1505853
5479,0.16343343
5480,0.19985646
5481,0.22047068
5482,0.17453265
5483,0.3211696
5484,0.08285901
5485,0.42506328
5486,0.025052486
5487,0.32496616
5488,0.09875693
5489,0.3172591
5490,0.27167493
5491,0.120519355
5492,0.28254995
5493,0.07135135
5494,0.08379063
5495,0.14924468
5496,0.21558289
5497,0.14637773
5498,0.054775268
5499,0.28631544
5500,0.020546718
5501,0.14669378
5502,0.27822667
5503,0.07441671
5504,0.031389307
5505,0.26239568
5506,0.057115085
5507,0.2721983
5508,0.23047227
5509,0.08938437
5510,0.20596491
5511,0.31467828
5512,0.3138913
5513,0.46240002
5514,0.122893326
5515,0.29122117
5516,0.30381665
5517,0.096137196
5518,0.13442521
5519,0.16023168
5520,0.29715392
5521,0.40064493
5522,0.12168305
5523,0.05768883
5524,0.19488853
5525,0.11949538
5526,0.15695626
5527,0.14126506
5528,0.14758052
5529,0.22022912
5530,0.40303424
5531,0.15036263
5532,0.44497654
5533,0.26080814
5534,0.17491356
5535,0.26485592
5536,0.29142198
5537,0.018585386
5538,0.22895062
5539,0.55252534
5540,0.15468873
5541,0.33887988
5542,0.45235488
5543,0.13940252
5544,0.01162582
5545,0.29881927
5546,0.20475776
5547,0.6527802
5548,0.022736523
5549,0.33038163
5550,0.0026887641
5551,0.22820218
5552,0.41665316
5553,0.28384128
5554,0.20369904
5555,0.2152955
5556,0.20356643
5557,0.978108
5558,0.14617963
5559,0.09840949
5560,0.01892403
5561,0.15767054
5562,0.067896426
5563,0.04317423
5564,0.3617758
5565,0.07152616
5566,0.05370903
5567,0.23951925
5568,0.56686807
5569,0.10252276
5570,0.20634858
5571,0.05475602
5572,0.11889889
5573,0.06456696
5574,0.043948606
5575,0.04652908
5576,0.27000275
5577,0.26064265
5578,0.12169657
5579,0.15835029
5580,0.42417127
5581,0.25110307
5582,0.488516
5583,0.1736728
5584,0.01633137
5585,0.10554645
5586,0.22269563
5587,0.11916651
5588,0.016803166
5589,0.12849161
5590,0.19203383
5591,0.19796714
5592,0.31499985
5593,0.22437237
5594,0.15321647
5595,0.3096999
5596,0.14745481
5597,0.23340517
5598,0.14212964
5599,0.19179344
5600,0.2644454
5601,0.28480592
5602,0.013937684
5603,0.023017107
5604,0.048039716
5605,0.36508176
5606,0.30803806
5607,0.14417031
5608,0.21101187
5609,0.23642789
5610,0.1981295
5611,0.08930283
5612,0.044775836
5613,0.06261734
5614,0.28474858
5615,0.1243086
5616,0.21295081
5617,0.1829018
5618,0.20593764
5619,0.15333132
5620,0.12148414
5621,0.6083741
5622,0.1792695
5623,0.19967464
5624,0.14893848
5625,0.0036337539
5626,0.22925653
5627,0.09808913
5628,0.06467036
5629,0.18944584
5630,0.049626365
5631,0.061846152
5632,0.18067048
5633,0.16925204
5634,0.42735636
5635,0.15538447
5636,0.20322123
5637,0.2566365
5638,0.19043127
5639,0.11541564
5640,0.23050226
5641,0.058960717
5642,0.019003613
5643,0.2467204
5644,0.085202426
5645,0.3788889
5646,0.13925064
5647,0.09662859
5648,0.05907959
5649,0.108132266
5650,0.13260977
5651,0.12602961
5652,0.013305633
5653,0.2941013
5654,0.344545
5655,0.24518533
5656,0.05070048
5657,0.07733872
5658,0.099727705
5659,0.03088279
5660,0.1303117
5661,0.1997444
5662,0.18817917
5663,0.19905333
5664,0.18077205
5665,0.5732226
5666,0.3112051
5667,0.103463165
5668,0.09948175
5669,0.046017624
5670,0.15966238
5671,0.15585159
5672,0.020946285
5673,0.2904634
5674,0.080076255
5675,0.14448269
5676,0.2904652
5677,0.3099364
5678,0.23802105
5679,0.16444148
5680,0.069006704
5681,0.07882523
5682,0.22686651
5683,0.3726577
5684,0.21663003
5685,0.030728258
5686,0.15567675
5687,0.036942463
5688,0.12892908
5689,0.050906032
5690,0.12783635
5691,0.124032184
5692,0.10468862
5693,0.095769875
5694,0.19010893
5695,0.22389634
5696,0.32787687
5697,0.47987387
5698,0.16118746
5699,0.27893868
5700,0.1470248
5701,0.047673635
5702,0.023341766
5703,0.10932544
5704,0.1440517
5705,0.22701699
5706,0.10778936
5707,0.005017573
5708,0.13714054
5709,0.35347593
5710,0.34498122
5711,0.30579686
5712,0.19056213
5713,0.21098822
5714,0.10677103
5715,0.25093544
5716,0.0614079
5717,0.41927803
5718,0.0751118
5719,0.21097633
5720,0.16758163
5721,0.18857102
5722,0.24739155
5723,0.04817326
5724,0.27179828
5725,0.15825053
5726,0.29473352
5727,0.13941282
5728,0.096231595
5729,0.26148134
5730,0.18715005
5731,0.052430432
5732,0.30898878
5733,0.08928314
5734,0.62759066
5735,0.28442407
5736,0.1910484
5737,0.23526551
5738,0.2368216
5739,0.19852203
5740,0.24311297
5741,0.1282321
5742,0.08309545
5743,0.29878905
5744,0.2763073
5745,0.05428411
5746,0.241948
5747,0.0055116205
5748,0.1391473
5749,0.21847868
5750,0.056972902
5751,0.21285862
5752,0.26231125
5753,0.23066734
5754,0.040604208
5755,0.17658372
5756,0.32180294
5757,0.0057492596
5758,0.30547008
5759,0.57811195
5760,0.11003024
5761,0.31555036
5762,0.086638205
5763,0.14809053
5764,0.020047432
5765,0.19031213
5766,0.3383615
5767,0.47718322
5768,0.051153164
5769,0.22141111
5770,0.118875265
5771,0.12960945
5772,0.45669797
5773,0.2069448
5774,0.27104822
5775,0.0035299002
5776,0.38948897
5777,0.11627695
5778,0.24522467
5779,0.15947866
5780,0.23145728
5781,0.28677925
5782,0.16157694
5783,0.020772409
5784,0.047917448
5785,0.3231818
5786,0.2321669
5787,0.28864136
5788,0.22547582
5789,0.26057482
5790,0.25501966
5791,0.1476602
5792,0.026552318
5793,0.16624312
5794,0.043438286
5795,0.23412955
5796,0.14955918
5797,0.16106531
5798,0.17257564
5799,0.11512184
5800,0.24958335
5801,0.14712712
5802,0.27341565
5803,0.12953126
5804,0.018069612
5805,0.13048577
5806,0.13217664
5807,0.01760617
5808,0.018932052
5809,0.31982577
5810,0.117478184
5811,0.17820875
5812,0.14883935
5813,0.2856099
5814,0.089136355
5815,0.16628145
